"","Name","Position","Age","Team_from","League_from","Team_to","League_to","Season","Market_value","Transfer_fee","Price_diff","League_type_from","League_type_to"
"4089","Bas Dost","Centre-Forward",27,"VfL Wolfsburg","Bundesliga","Sporting CP","Liga NOS","2016",7.5,11.85,4.35,"Big5","Europe"
"4090","Jeff Hendrick","Central Midfield",24,"Derby","Championship","Burnley","Premier League","2016",1.5,11.8,10.3,"Big5 B","Big5"
"4091","James Tomkins","Centre-Back",27,"West Ham","Premier League","Crystal Palace","Premier League","2016",6,11.7,5.7,"Big5","Big5"
"4092","Jeffrey Bruma","Centre-Back",24,"PSV Eindhoven","Eredivisie","VfL Wolfsburg","Bundesliga","2016",7.75,11.5,3.75,"Europe","Big5"
"4093","Anthony Ujah","Centre-Forward",25,"Werder Bremen","Bundesliga","Liaoning FC","China Super League","2016",5.5,11.5,6,"Big5","Asia Africa"
"4094","Jake Livermore","Defensive Midfield",27,"Hull City","Premier League","West Brom","Premier League","2016",4.5,11.5,7,"Big5","Big5"
"4095","Min Cui","Centre-Back",27,"YB Funde","China Super League","SZ FC","League One","2016",0.175,11.5,11.325,"Asia Africa","Big5 B"
"4096","Edin Dzeko","Centre-Forward",30,"Man City","Premier League","AS Roma","Serie A","2016",18,11,-7,"Big5","Big5"
"4097","Hakim Ziyech","Attacking Midfield",23,"FC Twente","Eredivisie","AFC Ajax","Eredivisie","2016",11,11,0,"Europe","Europe"
"4098","Kamil Glik","Centre-Back",28,"Torino","Serie A","Monaco","Ligue 1","2016",10,11,1,"Big5","Big5"
"4099","Georges-Kevin N'Koudou","Left Winger",21,"Marseille","Ligue 1","Spurs","Premier League","2016",7,11,4,"Big5","Big5"
"4100","Andrej Kramaric","Centre-Forward",25,"Leicester","Premier League","TSG Hoffenheim","Bundesliga","2016",5,11,6,"Big5","Big5"
"4101","Mingjian Zhao","Right-Back",29,"SD Luneng","China Super League","HB CFFC","China Super League","2016",0.45,10.95,10.5,"Asia Africa","Asia Africa"
"4102","Hang Ren","Left-Back",27,"JS Suning","China Super League","HB CFFC","China Super League","2016",0.4,10.75,10.35,"Asia Africa","Asia Africa"
"4103","Carlos Tévez","Second Striker",32,"Boca Juniors","Primera División","SH Shenhua","China Super League","2016",8.5,10.5,2,"Americas","Asia Africa"
"4104","Cristian Ansaldi","Left-Back",29,"Genoa","Serie A","Inter","Serie A","2016",6,10.5,4.5,"Big5","Big5"
"4105","Patrick van Aanholt","Left-Back",26,"Sunderland","Premier League","Crystal Palace","Premier League","2016",6,10.5,4.5,"Big5","Big5"
"4106","Marten de Roon","Central Midfield",25,"Atalanta","Serie A","Middlesbrough","Premier League","2016",5,10.5,5.5,"Big5","Big5"
"4107","Scott Hogan","Centre-Forward",24,"Brentford","Championship","Aston Villa","Championship","2016",0.5,10.5,10,"Big5 B","Big5 B"
"4108","Kyung-won Kwon","Centre-Back",24,"Al-Ahli (UAE)","UAE Gulf League","TJ Quanjian","China Super League","2016",0.4,10.5,10.1,"Asia Africa","Asia Africa"
"4109","Wenzhao Zhang","Right Midfield",29,"SD Luneng","China Super League","GZ Evergrande","China Super League","2016",0.25,10.4,10.15,"Asia Africa","Asia Africa"
"4110","Dennis Praet","Central Midfield",22,"RSC Anderlecht","Jupiler Pro League","Sampdoria","Serie A","2016",9,10,1,"Europe","Big5"
"4111","Maxime Lestienne","Left Winger",24,"Al Arabi","Stars League","Rubin Kazan","Russian Premier Liga","2016",7.5,10,2.5,"Asia Africa","Europe"
"4112","Giovani Lo Celso","Central Midfield",20,"CA Rosario","Primera División","Paris SG","Ligue 1","2016",7.5,10,2.5,"Americas","Big5"
"4113","Lorenzo Tonelli","Centre-Back",26,"FC Empoli","Serie A","SSC Napoli","Serie A","2016",5.5,10,4.5,"Big5","Big5"
"4114","Dayot Upamecano","Centre-Back",18,"RB Salzburg","Bundesliga","RB Leipzig","Bundesliga","2016",5,10,5,"Big5","Big5"
"4115","Rubén Rochina","Attacking Midfield",25,"Granada CF","LaLiga","Rubin Kazan","Russian Premier Liga","2016",3,10,7,"Big5","Europe"
"4116","Josip Brekalo","Left Winger",18,"Dinamo Zagreb","1.HNL","VfL Wolfsburg","Bundesliga","2016",1,10,9,"Europe","Big5"
"4117","Miguel Borja","Centre-Forward",24,"Atl. Nacional","Liga águila II","Palmeiras","Serie A","2016",1.75,9.85,8.1,"Other B","Big5"
"4118","éder","Second Striker",29,"Sampdoria","Serie A","Inter","Serie A","2016",12,9.8,-2.2,"Big5","Big5"
"4119","Mario Lemina","Defensive Midfield",22,"Marseille","Ligue 1","Juventus","Serie A","2016",4,9.8,5.8,"Big5","Big5"
"4120","Emre Mor","Left Winger",18,"Nordsjaelland","Superligaen","Bor. Dortmund","Bundesliga","2016",1,9.75,8.75,"Europe","Big5"
"4121","Chenglin Zhang","Left-Back",29,"BJ Renhe","China Super League","GZ Evergrande","China Super League","2016",0.125,9.65,9.525,"Asia Africa","Asia Africa"
"4122","Ganso","Attacking Midfield",26,"S?o Paulo","Serie A","Sevilla FC","LaLiga","2016",9,9.5,0.5,"Big5","Big5"
"4123","Wissam Ben Yedder","Centre-Forward",25,"Toulouse","Ligue 1","Sevilla FC","LaLiga","2016",9,9.5,0.5,"Big5","Big5"
"4124","Papy Djilobodji","Centre-Back",27,"Chelsea","Premier League","Sunderland","Premier League","2016",4.5,9.5,5,"Big5","Big5"
"4125","Ciro Immobile","Centre-Forward",26,"Sevilla FC","LaLiga","Lazio","Serie A","2016",10,9.45,-0.550000000000001,"Big5","Big5"
"4126","Matej Vydra","Centre-Forward",24,"Watford","Premier League","Derby","Championship","2016",5.5,9.4,3.9,"Big5","Big5 B"
"4127","Alex Pritchard","Attacking Midfield",23,"Spurs","Premier League","Norwich","Championship","2016",3,9.4,6.4,"Big5","Big5 B"
"4128","James Chester","Centre-Back",27,"West Brom","Premier League","Aston Villa","Championship","2016",6,9.3,3.3,"Big5","Big5 B"
"4129","Walace","Defensive Midfield",21,"Grêmio","Serie A","Hamburger SV","Bundesliga","2016",9,9.2,0.199999999999999,"Big5","Big5"
"4130","José Fonte","Centre-Back",33,"Southampton","Premier League","West Ham","Premier League","2016",6,9.2,3.2,"Big5","Big5"
"4131","Nicolás López","Centre-Forward",22,"Udinese Calcio","Serie A","Internacional","Serie A","2016",3,9.09,6.09,"Big5","Big5"
"4132","Hongbo Yin","Right Midfield",27,"HN Jianye","China Super League","HB CFFC","China Super League","2016",0.225,9.05,8.825,"Asia Africa","Asia Africa"
"4133","Miranda","Centre-Back",31,"Atlético Madrid","LaLiga","Inter","Serie A","2016",16,9,-7,"Big5","Big5"
"4134","Adem Ljajic","Attacking Midfield",24,"AS Roma","Serie A","Torino","Serie A","2016",12,9,-3,"Big5","Big5"
"4135","Morgan Sanson","Central Midfield",22,"Montpellier","Ligue 1","Marseille","Ligue 1","2016",10,9,-1,"Big5","Big5"
"4136","Antonio Rüdiger","Centre-Back",23,"VfB Stuttgart","2.Bundesliga","AS Roma","Serie A","2016",10,9,-1,"Big5 B","Big5"
"4137","Diego Perotti","Left Winger",27,"Genoa","Serie A","AS Roma","Serie A","2016",9.5,9,-0.5,"Big5","Big5"
"4138","Sven Kums","Defensive Midfield",28,"KAA Gent","Jupiler Pro League","Watford","Premier League","2016",7.5,9,1.5,"Europe","Big5"
"4139","Gianluca Lapadula","Centre-Forward",26,"Pescara","Serie A","AC Milan","Serie A","2016",6.5,9,2.5,"Big5","Big5"
"4140","Kamil Grosicki","Right Winger",28,"Stade Rennais","Ligue 1","Hull City","Premier League","2016",6,9,3,"Big5","Big5"
"4141","Daryl Janmaat","Right-Back",27,"Newcastle","Championship","Watford","Premier League","2016",7.5,8.9,1.4,"Big5 B","Big5"
"4142","Roger Martínez","Centre-Forward",22,"Racing Club","Primera División","JS Suning","China Super League","2016",1.2,8.9,7.7,"Americas","Asia Africa"
"4143","Ademola Lookman","Left Winger",19,"Charlton","League One","Everton","Premier League","2016",1.5,8.8,7.3,"Big5 B","Big5"
"4144","Steven Defour","Central Midfield",28,"RSC Anderlecht","Jupiler Pro League","Burnley","Premier League","2016",6,8.6,2.6,"Europe","Big5"
"4145","Alexander Isak","Centre-Forward",17,"AIK Solna","Allsvenskan","Bor. Dortmund","Bundesliga","2016",1.75,8.6,6.85,"Europe","Big5"
"4146","Nani","Left Winger",29,"Fenerbahce","Süper Lig","Valencia CF","LaLiga","2016",14.5,8.5,-6,"Europe","Big5"
"4147","Idrissa Gueye","Central Midfield",26,"Aston Villa","Championship","Everton","Premier League","2016",9,8.5,-0.5,"Big5 B","Big5"
"4148","Emanuel Mammana","Centre-Back",20,"River Plate","Primera División","Olympique Lyon","Ligue 1","2016",7,8.5,1.5,"Americas","Big5"
"4149","Borek Dockal","Attacking Midfield",28,"Sparta Praha","HET Liga","HN Jianye","China Super League","2016",3.5,8.5,5,"Europe","Asia Africa"
"4150","Jorge","Left-Back",20,"Flamengo","Serie A","Monaco","Ligue 1","2016",2.5,8.5,6,"Big5","Big5"
"4151","Gustavo Gómez","Centre-Back",23,"Lanús","Primera División","AC Milan","Serie A","2016",1.75,8.5,6.75,"Americas","Big5"
"4152","óscar Romero","Attacking Midfield",24,"Racing Club","Primera División","SH Shenhua","China Super League","2016",7,8.4,1.4,"Americas","Asia Africa"
"4153","Taiyan Jin","Right Midfield",27,"Liaoning FC","China Super League","BJ Sinobo Guoan","China Super League","2016",0.225,8.28,8.055,"Asia Africa","Asia Africa"
"4154","Yang Yu","Centre-Back",27,"GZ R&F","China Super League","BJ Sinobo Guoan","China Super League","2016",0.2,8.27,8.07,"Asia Africa","Asia Africa"
"4155","Adama Traoré","Right Winger",20,"Aston Villa","Championship","Middlesbrough","Premier League","2016",8,8.25,0.25,"Big5 B","Big5"
"4156","Gianluca Caprari","Second Striker",22,"Pescara","Serie A","Inter","Serie A","2016",3.5,8.25,4.75,"Big5","Big5"
"4157","Nicolae Stanciu","Attacking Midfield",23,"FCS Bucharest","Liga 1","RSC Anderlecht","Jupiler Pro League","2016",3.5,8.2,4.7,"Europe","Europe"
"4158","Yanic Wildschut","Left Winger",25,"Wigan","Championship","Norwich","Championship","2016",0.75,8.2,7.45,"Big5 B","Big5 B"
"4159","Shilin Sun","Defensive Midfield",28,"Liaoning FC","China Super League","SH Shenhua","China Super League","2016",0.2,8.2,8,"Asia Africa","Asia Africa"
"4160","Marc Bartra","Centre-Back",25,"FC Barcelona","LaLiga","Bor. Dortmund","Bundesliga","2016",12,8,-4,"Big5","Big5"
"4161","Tomás Rincón","Defensive Midfield",28,"Genoa","Serie A","Juventus","Serie A","2016",9,8,-1,"Big5","Big5"
"4162","Rémy Cabella","Attacking Midfield",26,"Newcastle","Championship","Marseille","Ligue 1","2016",8,8,0,"Big5 B","Big5"
"4163","Ivan Cavaleiro","Right Winger",22,"Monaco","Ligue 1","Wolves","Championship","2016",7.5,8,0.5,"Big5","Big5 B"
"4164","Benjamin Stambouli","Centre-Back",26,"Paris SG","Ligue 1","FC Schalke 04","Bundesliga","2016",7,8,1,"Big5","Big5"
"4165","Alisson","Goalkeeper",23,"Internacional","Serie A","AS Roma","Serie A","2016",7,8,1,"Big5","Big5"
"4166","Andy Delort","Centre-Forward",24,"SM Caen","Ligue 1","Tigres UANL","Liga MX","2016",5.5,8,2.5,"Big5","Americas"
"4167","Hernanes","Attacking Midfield",31,"Juventus","Serie A","HB CFFC","China Super League","2016",5,8,3,"Big5","Asia Africa"
"4168","Alfred N'Diaye","Defensive Midfield",26,"Real Betis","LaLiga","Villarreal CF","LaLiga","2016",3.5,8,4.5,"Big5","Big5"
"4169","Wallace","Centre-Back",21,"Braga","Liga NOS","Lazio","Serie A","2016",3.5,8,4.5,"Europe","Big5"
"4170","Hernani","Defensive Midfield",22,"Atlético-PR","Serie A","Zenit S-Pb","Russian Premier Liga","2016",1.75,8,6.25,"Big5","Europe"
"4171","Dod?","Left-Back",24,"AS Roma","Serie A","Inter","Serie A","2016",6,7.8,1.8,"Big5","Big5"
"4172","José Sosa","Attacking Midfield",31,"Besiktas","Süper Lig","AC Milan","Serie A","2016",8,7.5,-0.5,"Europe","Big5"
"4173","Max Kruse","Second Striker",28,"VfL Wolfsburg","Bundesliga","Werder Bremen","Bundesliga","2016",8,7.5,-0.5,"Big5","Big5"
"4174","Antonio Sanabria","Centre-Forward",20,"AS Roma","Serie A","Real Betis","LaLiga","2016",7.5,7.5,0,"Big5","Big5"
"4175","Timothée Kolodziejczak","Centre-Back",25,"Sevilla FC","LaLiga","Bor. M'gladbach","Bundesliga","2016",7,7.5,0.5,"Big5","Big5"
"4176","Miguel Almirón","Attacking Midfield",22,"Lanús","Primera División","Atlanta United","MLS","2016",5.5,7.5,2,"Americas","Americas"
"4177","Malick Evouna","Centre-Forward",23,"Ahly","Premier League","TJ Teda","China Super League","2016",2,7.25,5.25,"Big5","Asia Africa"
"4178","Eran Zahavi","Second Striker",28,"M. Tel Aviv","Ligat ha'Al","GZ R&F","China Super League","2016",4,7.23,3.23,"Asia Africa","Asia Africa"
"4179","Cristian Espinoza","Right Winger",21,"Huracán","Primera División","Villarreal CF","LaLiga","2016",5,7.2,2.2,"Americas","Big5"
"4180","Diogo Jota","Left Winger",19,"Pa?os Ferreira","Liga NOS","Atlético Madrid","LaLiga","2016",3,7.2,4.2,"Europe","Big5"
"4181","Rudy Gestede","Centre-Forward",28,"Aston Villa","Championship","Middlesbrough","Premier League","2016",7,7.1,0.0999999999999996,"Big5 B","Big5"
"4182","Arthur Masuaku","Left-Back",22,"Olympiacos","Greece Super League","West Ham","Premier League","2016",7,7.1,0.0999999999999996,"Europe","Big5"
"4183","Denis Cheryshev","Left Winger",25,"Real Madrid","LaLiga","Villarreal CF","LaLiga","2016",10,7,-3,"Big5","Big5"
"4184","Konstantinos Mitroglou","Centre-Forward",28,"Fulham","Championship","Benfica","Liga NOS","2016",9.5,7,-2.5,"Big5 B","Europe"
"4185","Gerónimo Rulli","Goalkeeper",24,"Man City","Premier League","Real Sociedad","LaLiga","2016",8,7,-1,"Big5","Big5"
"4186","Odil Akhmedov","Defensive Midfield",29,"Krasnodar","Russian Premier Liga","SIPG","China Super League","2016",7,7,0,"Europe","Asia Africa"
"4187","Anwar El Ghazi","Left Winger",21,"AFC Ajax","Eredivisie","LOSC Lille","Ligue 1","2016",6.5,7,0.5,"Europe","Big5"
"4188","Jonathas","Centre-Forward",27,"Real Sociedad","LaLiga","Rubin Kazan","Russian Premier Liga","2016",6,7,1,"Big5","Europe"
"4189","Martin Hinteregger","Centre-Back",23,"RB Salzburg","Bundesliga","FC Augsburg","Bundesliga","2016",6,7,1,"Big5","Big5"
"4190","Giuliano","Attacking Midfield",26,"Grêmio","Serie A","Zenit S-Pb","Russian Premier Liga","2016",5,7,2,"Big5","Europe"
"4191","Leo Baptist?o","Centre-Forward",23,"Atlético Madrid","LaLiga","Espanyol","LaLiga","2016",4,7,3,"Big5","Big5"
"4192","Lewis Cook","Central Midfield",19,"Leeds","Championship","Bournemouth","Premier League","2016",4,7,3,"Big5 B","Big5"
"4193","Ismael Sosa","Right Winger",29,"UNAM Pumas","Liga MX","Tigres UANL","Liga MX","2016",3,7,4,"Americas","Americas"
"4194","Harold Preciado","Centre-Forward",22,"Deportivo Cali","Liga águila II","SZ FC","League One","2016",1.15,7,5.85,"Other B","Big5 B"
"4195","Christian Kabasele","Centre-Back",25,"KRC Genk","Jupiler Pro League","Watford","Premier League","2016",6,6.95,0.95,"Europe","Big5"
"4196","Patrick Bamford","Centre-Forward",23,"Chelsea","Premier League","Middlesbrough","Premier League","2016",5,6.9,1.9,"Big5","Big5"
"4197","Haiqing Cao","Left-Back",23,"ZJ Greentown","China Super League","JS Suning","China Super League","2016",0.175,6.87,6.695,"Asia Africa","Asia Africa"
"4198","Hernán Toledo","Left Winger",20,"Vélez Sarsfield","Primera División","Maldonado"," Uruguay","2016",0.2,6.75,6.55,"Americas","Americas"
"4199","Matz Sels","Goalkeeper",24,"KAA Gent","Jupiler Pro League","Newcastle","Championship","2016",6.5,6.6,0.0999999999999996,"Europe","Big5 B"
"4200","Silvio Romero","Centre-Forward",27,"Chiapas FC","Liga MX","América","Liga MX","2016",3,6.6,3.6,"Americas","Americas"
"4201","Grant Hanley","Centre-Back",24,"Blackburn","Championship","Newcastle","Championship","2016",2.5,6.6,4.1,"Big5 B","Big5 B"
"4202","Alex Telles","Left-Back",23,"Galatasaray","Süper Lig","FC Porto","Liga NOS","2016",8.5,6.5,-2,"Europe","Europe"
"4203","Douglas Santos","Left-Back",22,"Atlético-MG","Serie A","Hamburger SV","Bundesliga","2016",6,6.5,0.5,"Big5","Big5"
"4204","Matt Phillips","Right Winger",25,"QPR","Championship","West Brom","Premier League","2016",6,6.5,0.5,"Big5 B","Big5"
"4205","Hiroshi Kiyotake","Attacking Midfield",26,"Hannover 96","2.Bundesliga","Sevilla FC","LaLiga","2016",4.5,6.5,2,"Big5 B","Big5"
"4206","Jhon Córdoba","Centre-Forward",23,"Granada CF","LaLiga","1.FSV Mainz 05","Bundesliga","2016",3.5,6.5,3,"Big5","Big5"
"4207","Willy Boly","Centre-Back",25,"Braga","Liga NOS","FC Porto","Liga NOS","2016",2.75,6.5,3.75,"Europe","Europe"
"4208","Simone Verdi","Right Winger",24,"AC Milan","Serie A","Bologna","Serie A","2016",2,6.5,4.5,"Big5","Big5"
"4209","Lys Mousset","Centre-Forward",20,"AC Le Havre","Ligue 2","Bournemouth","Premier League","2016",0.4,6.5,6.1,"Big5 B","Big5"
"4210","Edimilson Fernandes","Central Midfield",20,"FC Sion","Swiss Super League","West Ham","Premier League","2016",4.5,6.4,1.9,"Europe","Big5"
"4211","Loris Karius","Goalkeeper",23,"1.FSV Mainz 05","Bundesliga","Liverpool","Premier League","2016",7,6.2,-0.8,"Big5","Big5"
"4212","Neymar","Left Winger",25,"FC Barcelona","LaLiga","Paris SG","Ligue 1","2017",100,222,122,"Big5","Big5"
"4213","Philippe Coutinho","Attacking Midfield",25,"Liverpool","Premier League","FC Barcelona","LaLiga","2017",90,125,35,"Big5","Big5"
"4214","Ousmane Dembélé","Right Winger",20,"Bor. Dortmund","Bundesliga","FC Barcelona","LaLiga","2017",33,115,82,"Big5","Big5"
"4215","Romelu Lukaku","Centre-Forward",24,"Everton","Premier League","Man Utd","Premier League","2017",50,84.7,34.7,"Big5","Big5"
"4216","Virgil van Dijk","Centre-Back",26,"Southampton","Premier League","Liverpool","Premier League","2017",30,78.8,48.8,"Big5","Big5"
"4217","Diego Costa","Centre-Forward",29,"Chelsea","Premier League","Atlético Madrid","LaLiga","2017",50,66,16,"Big5","Big5"
"4218","álvaro Morata","Centre-Forward",24,"Real Madrid","LaLiga","Chelsea","Premier League","2017",40,66,26,"Big5","Big5"
"4219","Aymeric Laporte","Centre-Back",23,"Athletic Bilbao","LaLiga","Man City","Premier League","2017",25,65,40,"Big5","Big5"
"4220","Pierre-Emerick Aubameyang","Centre-Forward",28,"Bor. Dortmund","Bundesliga","Arsenal","Premier League","2017",65,63.75,-1.25,"Big5","Big5"
"4221","Benjamin Mendy","Left-Back",23,"Monaco","Ligue 1","Man City","Premier League","2017",13,57.5,44.5,"Big5","Big5"
"4222","Alexandre Lacazette","Centre-Forward",26,"Olympique Lyon","Ligue 1","Arsenal","Premier League","2017",40,53,13,"Big5","Big5"
"4223","Kyle Walker","Right-Back",27,"Spurs","Premier League","Man City","Premier League","2017",30,52.7,22.7,"Big5","Big5"
"4224","Bernardo Silva","Right Winger",22,"Monaco","Ligue 1","Man City","Premier League","2017",40,50,10,"Big5","Big5"
"4225","Gylfi Sigurdsson","Attacking Midfield",27,"Swansea","Premier League","Everton","Premier League","2017",25,49.4,24.4,"Big5","Big5"
"4226","Nemanja Matic","Defensive Midfield",29,"Chelsea","Premier League","Man Utd","Premier League","2017",35,44.7,9.7,"Big5","Big5"
"4227","Leonardo Bonucci","Centre-Back",30,"Juventus","Serie A","AC Milan","Serie A","2017",45,42,-3,"Big5","Big5"
"4228","Mohamed Salah","Right Winger",25,"AS Roma","Serie A","Liverpool","Premier League","2017",35,42,7,"Big5","Big5"
"4229","Corentin Tolisso","Central Midfield",22,"Olympique Lyon","Ligue 1","Bayern Munich ","Bundesliga","2017",22,41.5,19.5,"Big5","Big5"
"4230","Federico Bernardeschi","Right Winger",23,"Fiorentina","Serie A","Juventus","Serie A","2017",30,40,10,"Big5","Big5"
"4231","Cédric Bakambu","Centre-Forward",26,"Villarreal CF","LaLiga","BJ Sinobo Guoan","China Super League","2017",25,40,15,"Big5","Asia Africa"
"4232","Ederson","Goalkeeper",23,"Benfica","Liga NOS","Man City","Premier League","2017",22,40,18,"Europe","Big5"
"4233","Tiemoué Bakayoko","Defensive Midfield",22,"Monaco","Ligue 1","Chelsea","Premier League","2017",16,40,24,"Big5","Big5"
"4234","Paulinho","Central Midfield",29,"GZ Evergrande","China Super League","FC Barcelona","LaLiga","2017",15,40,25,"Asia Africa","Big5"
"4235","Davinson Sánchez","Centre-Back",21,"AFC Ajax","Eredivisie","Spurs","Premier League","2017",12,40,28,"Europe","Big5"
"4236","André Silva","Centre-Forward",21,"FC Porto","Liga NOS","AC Milan","Serie A","2017",22,38,16,"Europe","Big5"
"4237","Alex Oxlade-Chamberlain","Right Midfield",24,"Arsenal","Premier League","Liverpool","Premier League","2017",22,38,16,"Big5","Big5"
"4238","Danny Drinkwater","Central Midfield",27,"Leicester","Premier League","Chelsea","Premier League","2017",9,37.9,28.9,"Big5","Big5"
"4239","Vitolo","Left Winger",27,"Sevilla FC","LaLiga","Atlético Madrid","LaLiga","2017",25,36,11,"Big5","Big5"
"4240","Antonio Rüdiger","Centre-Back",24,"AS Roma","Serie A","Chelsea","Premier League","2017",25,35,10,"Big5","Big5"
